Tanggal,Comment,standardized_text,Sentiment,Platform
2024-08-28,Yah foto nya bayar,yah fotonya berbayar,negatif,Instagram
2024-08-28,Jgn di contoh kakss ??,jangan ditiru kakak,negatif,Tiktok
2024-08-28,biamillah taun depan ikut??,bismillah tahun depan ikut,positif,Tiktok
2024-08-28,See you again at MMB 2025 ... 💜,sampai jumpa lagi di maybank marathon 2025. [hati ungu],positif,Instagram
2024-08-28,salut dan keren.. gw ikutin tahun depan,salute dan keren. saya ikuti tahun depan,positif,Tiktok
2024-08-28,Mantap bangg????????,mantap sekali [terpukau][terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-28,route nya lebih berat mna sma fm di Malaysia?,rutenya lebih berat mana dengan maraton penuh di malaysia?,netral,Tiktok
2024-08-28,Di Bali lagi berat! Hehe Malaysia Marathon EG sekitar 200-250m,di bali lebih berat! hehe malaysia marathon elevasi global sekitar 200–250 meter,netral,Tiktok
2024-08-28,Info Race Kuala Lumpur 25 Makcik. Thanks 🙏🏻🙏🏻🙏🏻🙏🏻,informasi lomba kuala lumpur tanggal 25 makcik. terima kasih [berdoa][berdoa][berdoa][berdoa],positif,Tiktok
2024-08-28,🥹🔥,[terharu][api],positif,Tiktok
2024-08-28,Calon cucu ultramen ??. Semangat kakss persiapan bormar ??,calon cucu ultramen. semangat kakak persiapan borobudur marathon,positif,Tiktok
2024-08-28,"Aku nanti bormar begini juga, semoga kuatt??","aku nanti borobudur marathon begini juga, semoga kuat",positif,Tiktok
2024-08-28,"Calon cucu ultramen ??, semngat latihanyaa kaks ??","calon cucu ultramen, semangat latihannya kakak",positif,Tiktok
2024-08-28,Thankyouu mba ??,terima kasih mbak,positif,Tiktok
2024-08-28,Thankyou mass ??,terima kasih mas,positif,Tiktok
2024-08-28,Gokil bossss ??????,luar biasa bos [terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-28,Thankyou mas ??,terima kasih mas,positif,Tiktok
2024-08-28,Kenceng mas!,cepat sekali mas!,positif,Tiktok
2024-08-28,"bagus ada medic bantu. kita buat FM kat Melaka, takde orang sambut walaupun dah nak pengsan 🤣","bagus ada petugas medis yang membantu. kami buat maraton penuh di melaka, tidak ada yang menyambut meskipun sudah hampir pingsan [tertawa]",negatif,Tiktok
2024-08-28,Berlambakkkkkk sis wheel chair kt sana hahaha siap ada buggy,banyak sekali pengguna kursi roda di sana hahaha bahkan ada kendaraan buggy,positif,Tiktok
2024-08-28,Thankyouuu ??,terima kasih,positif,Tiktok
2024-08-28,keren,keren,positif,Tiktok
2024-08-28,Cool ??????,keren [terpukau][terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-28,beberapa ada yg kram di km 21 HM. kebetulan di dekat rumah 🥺,beberapa mengalami kram di kilometer 21 maraton setengah. kebetulan dekat rumah [terharu],positif,Tiktok
2024-08-28,Finish in 5 hours,finis dalam lima jam,positif,Tiktok
2024-08-28,Virgin FMkuu begitu Menyalaaaaaa😭😭😭😭😭😭,maraton penuh pertamaku begitu menyala [menangis][menangis][menangis][menangis][menangis][menangis],positif,Instagram
2024-08-28,hebat!! bener2 cucu ultraman,hebat! benar cucu ultraman,positif,Tiktok
2024-08-28,"Wkwkw jgn ditiru , buat cucu ultramen aja ??","hahaha jangan ditiru, ini untuk cucu ultramen saja",positif,Tiktok
2024-08-28,Ya'ampuun ngakak ak🤣🤣🤣,"ya ampun, saya tertawa [tertawa][tertawa][tertawa]",positif,Tiktok
2024-08-28,Semua Punya Tujuan Yang Indah Tapi Tak Semua Punya Langkah Yang Mudah... Save By MayBank... #MaybankMarathon #MMB2024 #Discoveranewyou #IndoRunnersBali #BaliMarathon #MMB24Quiz #MMB24 #RTM24 #MMBQUIZ2024 #MMB2025,semua punya tujuan yang indah tapi tidak semua punya langkah yang mudah. diselamatkan oleh maybank.,positif,Twitter
2024-08-28,Fix cucu ultraman hahaha saya aja masih tepar ??,pasti cucu ultraman hahaha saya saja masih sangat lelah,negatif,Tiktok
2024-08-28,Tetap finish apa DNF kak?,tetap finis atau tidak menyelesaikan lomba kak?,netral,Tiktok
2024-08-28,kok bisa sih panas-dingin gitu apa ga masuk angin:(,"kok bisa ya panas dingin seperti itu, apa tidak masuk angin",negatif,Tiktok
2024-08-28,"Ngapain Mesti D Bali,Tdk di Sumatra,jawa,sulawesi atau di IKN,,Kalian Membuat Driver di Bali Susah,,","mengapa harus di bali, tidak di sumatra, jawa, sulawesi, atau di ibu kota negara, kalian membuat pengemudi di bali kesulitan",negatif,Tiktok
2024-08-28,Terimakasi kesempatan nya @onpoint.indonesia  @bebascedera.id  @dwayu_indriani 🤗😇🙏,terima kasih atas kesempatannya [peluk][malaikat][berdoa],positif,Instagram
2024-08-28,Pratu La Ode Safrudin Raih Juara Pertama di MAYBANK MARATHON 2024 Bawa Kebanggaan bagi Yonif 431 Kostrad  @Puspen_TNI @tni_ad #tni #tniad #Kostrad #Cakra #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad,prajurit dua la ode safrudin meraih juara pertama di maybank marathon 2024 membawa kebanggaan bagi batalyon infanteri 431 kostrad,positif,Twitter
2024-08-28,Kenceng bet larinya mas ??,cepat sekali larinya mas,positif,Tiktok
2024-08-28,Wohoo thanyouu mas ??,wah terima kasih mas,positif,Tiktok
2024-08-28,Teruss!,terus!,positif,Tiktok
2024-08-28,kenceng bgt om ??????,cepat sekali om [terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-28,sampahnya gak di ajak lari juga??,sampahnya tidak diajak lari juga,negatif,Tiktok
2024-08-28,Thankyou mas ??.,terima kasih mas,positif,Tiktok
2024-08-29,Giveaway mas 😂,pembagian hadiah mas [tertawa],positif,Youtube
2024-08-29,Kita kemarin ketemu di tenda verifikasi mas Nugroho,kita kemarin bertemu di tenda verifikasi mas nugroho,netral,Youtube
2024-08-29,Bang apakah energy return ardiles vanguard   besar?,apakah pengembalian energi dari sepatu ardiles vanguard besar?,netral,Youtube
2024-08-29,Next week (September 3-5) IMPALA is hosting its AGM and board meeting in Bucharest at @MMBRomania 🇷🇴 Don't miss a wide selection of top-level panels organised together with INDIERO featuring both our secretariat and members. Full programme  #MMB2024,minggu depan (3–5 september) impala akan menyelenggarakan rapat umum dan pertemuan dewan di bucharest di 🇷🇴 jangan lewatkan berbagai panel tingkat tinggi yang diselenggarakan bersama indiero menampilkan sekretariat dan anggota kami. program lengkap,positif,Twitter
2024-08-29,Menyala kariango,menyala kariango,positif,Youtube
2024-08-29,podium 1-3 kenya semua kasian pribumi ga dapat??,"peringkat 1–3 semua dari kenya, kasihan penduduk lokal tidak dapat [menangis]",negatif,Tiktok
2024-08-29,Edan.. yg finish pertama di 10KM Pace 3 tu ??,edan. yang finis pertama di sepuluh ribu meter kecepatannya 3 menit,positif,Tiktok
2024-08-29,Inspiring all of us - so true.,menginspirasi kita semua sangat benar,positif,Instagram
2024-08-29,Selalu terharu lihat review dan pencapaian di race maybank marathon ini 🥲🥲🥲,selalu terharu melihat ulasan dan pencapaian di lomba maybank marathon ini [terharu][terharu][terharu],positif,Instagram
2024-08-29,🔥🔥❤️❤️🙌,[api][api][hati][hati][angkat tangan],positif,Instagram
2024-08-29,Masih belum bisa move on nih.. See you next year 😍🔥,masih belum bisa move on nih.. sampai jumpa tahun depan [terpukau][api],positif,Instagram
2024-08-29,I’ll be back here next year 😍🥳🥹,saya akan kembali ke sini tahun depan [terpukau][pesta][terharu],positif,Instagram
2024-08-29,Ada nte @yanti_ping 😍😍😍😍🔥🔥🔥,ada nte [terpukau][terpukau][terpukau][terpukau][api][api][api],netral,Instagram
2024-08-29,Next year ❤️🔥,tahun depan [hati][api],positif,Instagram
2024-08-29,MBM eventnya keren bangettt,acara maybank marathon keren sekali,positif,Instagram
2024-08-29,Waaah ada @ayanuar_permadhi dan @echatarina 😍😍,wah ada dan [terpukau][terpukau],netral,Instagram
2024-08-29,"Minnn, udah ga produksi lagi ya ini?","admin, apakah ini sudah tidak diproduksi lagi?",netral,Instagram
2024-08-29,@chisiliabeti menyalaaaa 🔥🔥🔥,menyala [api][api][api],positif,Instagram
2024-08-29,HAH! MAYBANK BALI MARATHON LUAR BIASAAA!!! ❤️🔥,hah! maybank bali marathon luar biasa! [hati][api],positif,Instagram
2024-08-29,Definitely will be back next year 🙌🔥,pasti akan kembali tahun depan [angkat tangan][api],positif,Instagram
2024-08-29,"Bulan lalu sudah dapet PB maraton event sebelah.. so kemarin di MBM cukup menikmati race nya .. haha hihi, nyapain dan kasih semangat runner lain, terutama yg VFM .. gak lupa bantuin temen² runner yg pada kram.. nyesel bawa salonpas gel yg kecil, pake 3 orang lgsg abis 😂","bulan lalu sudah mendapatkan pencapaian terbaik di maraton event sebelah, jadi kemarin di maybank marathon cukup menikmati lombanya.. haha hihi, menyapa dan memberi semangat pelari lain, terutama yang maraton penuh.. tidak lupa membantu teman pelari yang kram.. menyesal membawa gel salonpas yang kecil, dipakai tiga orang langsung habis [tertawa]",positif,Instagram
2024-08-29,Not this time but next year! 👏👏🙌,"bukan tahun ini, tapi tahun depan! [tepuk tangan][tepuk tangan][angkat tangan]",positif,Instagram
2024-08-29,@katya.rh @bogorrunners bangga loh ada disiniiiii,bangga loh ada di sini,positif,Instagram
2024-08-29,Ada kitah @ardiyanta.988 🔥🔥,ada kita [api][api],positif,Instagram
2024-08-29,First time ikut @maybankmarathon dan ketagihan!semoga next year bisa ikutan lagih 🔥,pertama kali ikut dan ketagihan! semoga tahun depan bisa ikut lagi [api],positif,Instagram
2024-08-29,Menyala pak purbo @Dzamboel_127,menyala pak purbo,positif,Tiktok
2024-08-29,@runtoranto keton njenengan paak idolaa🤩,semangat bapak idola [terpukau],positif,Instagram
2024-08-29,in frame @keziarastafara,terlihat di dalam bingkai,netral,Instagram
2024-08-29,lari padahal olahraga murah tapi liat ini jadi masyaAllah😂,padahal lari olahraga murah tapi lihat ini jadi masya allah [tertawa],positif,Tiktok
2024-08-29,aduhh nanti aku ikut run tni bln depan diginiin gak ya 😭pake produk lokal ramah di kantong ku😭,aduhh nanti aku ikut lomba tni bulan depan diginiin gak ya [menangis] pakai produk lokal yang ramah di kantongku [menangis],negatif,Tiktok
2024-08-29,"Gmna ga mahal, daftar maraton aja klau g salah 950.000","bagaimana tidak mahal, daftar maraton saja kalau tidak salah sembilan ratus lima puluh ribu",negatif,Tiktok
2024-08-29,Makanya lari sendiri ajalah gw 🤣,maka dari itu lari sendiri saja saya [tertawa],positif,Tiktok
2024-08-29,"Jujur tiap gw latihan & ada runner lewat, yang bikin “WAW” bukan asics/NB/Nike dkk tapi “Busedd ngacir banget mana form nya cakep & gak engap2an. Brp lama latihannya ya?” 😂","jujur setiap saya latihan dan ada pelari lewat, yang bikin “waw” bukan asics/nb/nike dan sebagainya tapi “buset kencang banget mana posturnya bagus dan tidak ngos ngosan. berapa lama latihannya ya?” [tertawa]",positif,Tiktok
2024-08-29,Ngaruh kan kenceng lari?,terpengaruh kan larinya jadi cepat?,positif,Tiktok
2024-08-29,Amazing race🔥🔥🙌🙌 see you next year😍,lomba luar biasa [api][api][angkat tangan][angkat tangan] sampai jumpa tahun depan [terpukau],positif,Instagram
2024-08-29,pdhl dlu running jadi olahraga termurah tapi skrg kek gmna ya suka minder klo ikut event running 😂,padahal dulu lari olahraga termurah tapi sekarang entah kenapa jadi suka minder kalau ikut event lari [tertawa],negatif,Tiktok
2024-08-29,Kalian yg Virgin Marathon di Maybank tahun ini @antoeternal @joniangg @bangkit.aji @wawadamar7 @irwinw_ kalian keren banget. Sampai bertemu lagi di Maybank 2025 🔥🔥,kalian yang pertama kali ikut maraton penuh di maybank tahun ini kalian keren sekali. sampai bertemu lagi di maybank 2025 [api][api],positif,Instagram
2024-08-29,Gua yg lari pake vans🗿,saya yang lari pakai sepatu vans [patung],netral,Tiktok
2024-08-29,"So awesome,
Next year will be back!
🥳","sangat luar biasa, tahun depan saya akan kembali! [pesta]",positif,Instagram
2024-08-29,Beliinnn hahah,belikan dong hahaha,netral,Tiktok
2024-08-29,pantes suami aku pengen banget pnya nike alphafly 3 😏,pantas suami saya sangat ingin punya nike alphafly 3 [senyum menyeringai],netral,Tiktok
2024-08-29,inimah adu outfit bukan marathon bang🗿,ini malah adu pakaian bukan maraton bang [patung],negatif,Tiktok
2024-08-29,Berapa sih harga sepatunya ? 10jt ?,berapa sih harga sepatunya? sepuluh juta?,netral,Tiktok
2024-08-29,Tau kaaan knp aku senyum2 sndri😂😂 se happy ituu @adityapradana23  @didit.wahyukuncoro 🔥,tahu kan kenapa saya senyum sendiri [tertawa][tertawa] sebahagia itu [api],positif,Instagram
2024-08-29,Alhamdulillah makin banyak dan sering event2 sehat seperti Ino,alhamdulillah semakin banyak dan sering acara sehat seperti ini,positif,Instagram
2024-08-29,Bismillah 🤲🏻,bismillah [berdoa],positif,Instagram
2024-08-29,Adek² kamu semua luar biasa ☺👏👏,adik kamu semua luar biasa [tersenyum][tepuk tangan][tepuk tangan],positif,Instagram
2024-08-29,"YOOOOOOOW..... 
spotting teteh kecehh @vinkysanz & @gracedamai07 😍💪🏻🔥",yow. melihat teteh kece & [terpukau][kuat][api],positif,Instagram
2024-08-29,Kereeeeeen iihhhhh 🔥🔥👏👏👏😍😍😍😍😍,keren ih [api][api][tepuk tangan][tepuk tangan][terpukau][terpukau][terpukau][terpukau][terpukau],positif,Instagram
2024-08-29,One of the best marathon event in Indonesia👏👏🔥,salah satu event maraton terbaik di indonesia [tepuk tangan][tepuk tangan][api],positif,Instagram
2024-08-29,"Maybank Marathon race terrbaikkk!! Relawan banyak, well educated, responsif, dan pesertanya kereennn maksimal.. speechless liat yg pake wheelchair dan malu kalo masih suka ngeluh.. org2 hebat!!!","lomba maybank marathon terbaik!! relawan banyak, teredukasi, responsif, dan pesertanya sangat keren.. tidak bisa berkata kata melihat yang pakai kursi roda, malu kalau masih suka mengeluh.. orang hebat!",positif,Instagram
2024-08-29,Respect 🔥🔥🔥🔥🔥,hormat [api][api][api][api][api],positif,Instagram
2024-08-29,"Yg pake wheelchair aja semangat nya luar biasaa 👏👏😍 

Malu rasaanya masih suka ngeluh n males olahraga 🥹🥹",yang pakai kursi roda saja semangatnya luar biasa [tepuk tangan][tepuk tangan][terpukau] malu rasanya masih suka mengeluh dan malas olahraga [terharu][terharu],positif,Instagram
2024-08-29,Bangga ❤️,bangga [hati],positif,Instagram
2024-08-29,di ws ambil air buat minum ❌ ambil minum buat disiram✅,di pos penyegar ambil air untuk minum [tanda silang] ambil minum untuk disiram [centang],netral,Tiktok
2024-08-29,Mereka keren bangett😭😭😭😭,mereka keren sekali [menangis][menangis][menangis][menangis],positif,Instagram
2024-08-29,"Naik tanjakan terakhir, yg lari di atas kaki sendiri aja terengah2, malah liat mreka gerakin roda pakai tangan smbil blg ke temennya “berat naiknya..” 😭 mau bantu jg gak sah ntr.. but they made it 👏👏👏 till the finish line ❤️","naik tanjakan terakhir, yang lari dengan kakinya sendiri saja terengah engah, malah lihat mereka gerakkan roda dengan tangan sambil bilang ke temannya “berat naiknya..” [menangis] mau bantu juga tidak enak nanti.. tapi mereka berhasil [tepuk tangan][tepuk tangan] sampai garis finis [hati]",positif,Instagram
2024-08-29,Eventnya keren sekali 😍😍,eventnya keren sekali [terpukau][terpukau],positif,Instagram
2024-08-29,Runners Closing Party Maybank Marathon 2024. See You Next Year... #MaybankMarathon #MMB2024 #Discoveranewyou #IndoRunnersBali #BaliMarathon #MMB24Quiz #MMB24 #RTM24 #MMBQUIZ2024 #MMB2025 #Runners,pesta penutupan pelari maybank marathon 2024. sampai jumpa tahun depan.,negatif,Twitter
2024-08-29,Di Balik Layar Closing Maybank Marathon 2024... #MaybankMarathon #Discoveranewyou #IndoRunnersBali #BaliMarathon #Runners #MMB2024 #IndoRunnersBali #BaliMarathon #MMB24Quiz #MMB24 #RTM24 #MMBQUIZ2024 #MMB2025,di balik layar penutupan maybank marathon 2024.,positif,Twitter
2024-08-29,Geemeesshhhh 😍😍😍😍,gemas sekali [terpukau][terpukau][terpukau][terpukau],positif,Instagram
2024-08-29,Anak saya nangis karena sirine toa nya nyala 😂😂,anak saya menangis karena sirine toanya menyala [tertawa][tertawa],netral,Instagram
2024-08-29,Kompetisi pertama @yara_pappilanda,kompetisi pertama,positif,Instagram
2024-08-29,@noviari_made tahun depan daftaran gek pita 😂,tahun depan daftarkan ya pita [tertawa],positif,Instagram
2024-08-29,👏👏👏👏👏👏👏,[tepuk tangan][tepuk tangan],positif,Instagram
2024-08-29,Kereeennn 🙌🙌,keren sekali [angkat tangan][angkat tangan],positif,Instagram
2024-08-29,God... It's amazing 👏🔥 kalian luar biasa guys 🔥👏😍,ya tuhan. ini luar biasa [tepuk tangan][api] kalian luar biasa teman [api][tepuk tangan][terpukau],positif,Instagram
2024-08-29,Ahhh keren banget emang tahun depan kudu ikutan race Maybank marathon pah @dr.renaldi.dc harus,"ah keren sekali memang. tahun depan wajib ikut lomba maybank marathon, ya harus",positif,Instagram
2024-08-29,Bestieee ada kitaaah😍😍 @dewayz 😂,bestie ada kita [terpukau][terpukau] [tertawa],positif,Instagram
2024-08-29,Pematang Sawah semi trail run nya gak kena video yg Dari parkiran ke venue😍😍😍,jalur pematang sawah semi trail run nya tidak terekam di video yang dari parkiran ke lokasi [terpukau][terpukau],positif,Instagram
2024-08-29,SERUUUU 🔥,seru [api],positif,Instagram
2024-08-29,The bestttttt👏👏👏👏,terbaik [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-29,Still amazed… apotik tutup🤘🏻,masih takjub… apotek tutup [rock],netral,Instagram
2024-08-29,Best venue 🔥🔥🔥🔥🔥,tempat terbaik [api][api][api][api][api],positif,Instagram
2024-08-29,Paling Best tahun ini pokonya 🔥🔥🔥🔥🔥,paling terbaik tahun ini pokoknya [api][api][api][api][api],positif,Instagram
2024-08-29,"Best venue! Super luas sih, tapi feelingnya ga kalah sama WMM 😍 maybe just a feedback, pas finish, jarak ke minuman bs aga lebih dekat ya :))) jalannya jauh bgt sementara mungkin ada bbrp runners yang finish penyok dan butuh air 😅","tempat terbaik! super luas, tapi suasananya tidak kalah dengan world marathon major [terpukau] mungkin hanya masukan, setelah garis finis, jarak ke minuman bisa agak lebih dekat ya :) jalannya jauh sekali sementara mungkin ada beberapa pelari yang selesai dalam keadaan lelah dan butuh air [senyum canggung]",positif,Instagram
2024-08-29,"Keren banget sih, RPC nya dan race X ini, after lari disungguhi pemandangan rumput hijau yg luas dan segar,  bisa santai"" sambil ngobrol dan istirahat 🔥 🫰.","keren sekali sih, pengambilan race pack dan lombanya luar biasa, setelah lari disuguhkan pemandangan rumput hijau yang luas dan segar, bisa santai sambil mengobrol dan beristirahat [api][gestur cinta]",positif,Instagram
2024-08-29,Best venue 😍🔥,tempat terbaik [terpukau][api],positif,Instagram
2024-08-29,luas banget venue nya 🔥,luas sekali tempatnya [api],positif,Instagram
2024-08-29,Cek DM min,cek pesan langsung admin,netral,Instagram
2024-08-29,Eventnya keren banget... 😍😍,eventnya keren sekali. [terpukau][terpukau],positif,Instagram
2024-08-29,jangan lupa cari fotonya di fotoyu,jangan lupa cari fotonya di fotoyu,netral,Instagram
2024-08-29,Thank u @maybankmarathon  smga tahun dpan VM,terima kasih semoga tahun depan ikut maraton perawan,positif,Instagram
2024-08-29,Thank you🔥🔥 @maybankmarathon,terima kasih [api][api],positif,Instagram
2024-08-29,Gemasss ❤️,gemas [hati],positif,Instagram
2024-08-29,Thank you maybank marathon..the best pokonya.. 🔥🔥🥰🥰❤️❤️ @maybankmarathon,terima kasih maybank marathon. terbaik pokoknya. [api][api][tersenyum][tersenyum][hati][hati],positif,Instagram
2024-08-29,Ada arsen 😍 @tukang_mlayu,ada arsen [terpukau],netral,Instagram
2024-08-29,"YOOOOOOOW..... 
bismillaaaaahhhh participated in this, semoga ada rejeki nya yaaaahh 😍💪🏻🔥
#aamiiin #manifesting #fingercrossed","yow. bismillah ikut ini, semoga ada rezekinya yah [terpukau][kuat][api]",positif,Instagram
2024-08-29,Dia pake bakiak juga menang bang??,dia pakai bakiak juga menang bang?,positif,Tiktok
2024-08-29,"gue pace 8,5 ????",saya kecepatan rata delapan setengah [terpukau][terpukau][terpukau][terpukau][terpukau],netral,Tiktok
2024-08-29,910 ??,910 [terpukau][terpukau],netral,Tiktok
2024-08-29,"berharap produk 910 ada model yg utk style harian, jadi bisa dipakai utk nongkrong","berharap produk 910 ada model yang untuk gaya sehari hari, jadi bisa dipakai untuk nongkrong",positif,Tiktok
2024-08-29,"?????? yg suka lari pasti faham susahnya lari ,ini","[terpukau][terpukau][terpukau][terpukau][terpukau][terpukau] yang suka lari pasti paham susahnya lari, ini",positif,Tiktok
2024-08-29,Keren 910,keren 910,positif,Tiktok
2024-08-29,buset banggggg..,buset bang.,positif,Tiktok
2024-08-29,menyala ga tuh HR nya pace 3 cuyyyy,menyala tidak itu detak jantungnya kecepatan 3 cuy,positif,Tiktok
2024-08-29,whoaaaa,whoa,positif,Tiktok
2024-08-29,Eh lewat depan rumahku ??,eh lewat depan rumahku?,netral,Tiktok
2024-08-29,beda mekanik,beda mekanisme,netral,Tiktok
2024-08-29,knp org² dr sana itu pada kuat lari ya..,kenapa orang dari sana itu pada kuat lari ya.,netral,Tiktok
2024-08-29,menyala lokal brand????????,menyala merek lokal [terpukau][terpukau][terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-29,pace 4 paru junior??,kecepatan 4 untuk paru junior?,netral,Tiktok
2024-08-29,Aihhhh mahal pulak sekarang,aih mahal sekali sekarang,negatif,Tiktok
2024-08-29,Damn ????,astaga [terpukau],netral,Tiktok
2024-08-29,suruh pake sepatu apa aja pasti dia mh menang,disuruh pakai sepatu apa saja pasti dia tetap menang,positif,Tiktok
2024-08-29,pasti sepatu seharga mobil,pasti sepatunya seharga mobil,netral,Tiktok
2024-08-29,"Kalau ini sih ga pake sepatu juga juara, cuma skr kan udah ga boleh kalau ga pakai sepatu","kalau ini sih tidak pakai sepatu juga juara, cuma sekarang kan sudah tidak boleh kalau tidak pakai sepatu",positif,Tiktok
2024-08-29,ini mah di kasih sendal BATA juga masih bisa pace 3 ??,ini mah dikasih sandal bata juga tetap bisa kecepatan 3,positif,Tiktok
2024-08-29,"ini masih pakai 910
belum pakai yang lebih ringan lagi??",ini masih pakai 910 belum pakai yang lebih ringan lagi?,netral,Tiktok
2024-08-29,Sundala kongkong,sundala kongkong,negatif,Tiktok
2024-08-29,Gemeternya pas finish ??,gemetarnya saat finis?,netral,Tiktok
2024-08-29,Kereennn sii ini ????,keren sekali ini [terpukau][terpukau][terpukau][terpukau],positif,Tiktok
2024-08-29,Thankyouuu kaksss ??,terima kasih kakak [terpukau],positif,Tiktok
2024-08-29,Sukses masss,sukses mas,positif,Tiktok
2024-08-29,luar biasa bro??,luar biasa bro [terpukau],positif,Tiktok
2024-08-29,Joossss,mantap,positif,Tiktok
2024-08-29,"wuwwww, km keren kakkkk","wah, kamu keren kak",positif,Tiktok
2024-08-29,Pengen niruuuuu. Semoga tahun depan bisa ikut FM ??,ingin meniru. semoga tahun depan bisa ikut maraton penuh [terpukau],positif,Tiktok
2024-08-29,@Agus escobar,escobar,netral,Tiktok
2024-08-29,Good luck persiapannya kaks ??,semoga persiapannya lancar kakak [terpukau],positif,Tiktok
2024-08-29,Jangan ditiru ya adik2 kalau bukan cucu ultramenn,jangan ditiru ya adik kalau bukan cucu ultramen,negatif,Tiktok
2024-08-29,Nahhh baguss ini peringatannya ??,nah ini bagus peringatannya [terpukau],positif,Tiktok
2024-08-29,Jangan sampe masuk UGD??,jangan sampai masuk unit gawat darurat [terpukau],negatif,Tiktok
2024-08-29,ta ta tapi.. Velocity diatas 910??,tapi. kecepatan di atas 910?,netral,Tiktok
2024-08-29,3 0 mnt,tiga puluh menit,netral,Tiktok
2024-08-29,Saya pace 15. Itu juga ujung-ujungnya mampir es teh solo ??,saya kecepatan 15. itu juga ujung ujungnya mampir minum es teh solo [terpukau],positif,Tiktok
2024-08-29,Saya malah buah pace om yg pait ??,saya malah mengalami hasil kecepatan pahit [terpukau],negatif,Tiktok
2024-08-29,kemarin,kemarin,netral,Tiktok
2024-08-29,"keren bang,","keren bang,",positif,Tiktok
2024-08-29,?????? mana suaranya yg punya sepatu mahal,[terpukau][terpukau][terpukau][terpukau][terpukau][terpukau] mana suaranya yang punya sepatu mahal,positif,Tiktok
2024-08-29,Keren 🔥,keren [api],positif,Tiktok
2024-08-29,Iya bapak siapa itu ya??,iya bapak siapa itu ya?,netral,Tiktok
2024-08-29,Gmz banget ada yg nyawer ??,lucu sekali ada yang memberi uang saweran [terpukau],positif,Tiktok
2024-08-29,"bor up paru"" terbaik ada di kenya",latihan pernapasan terbaik ada di kenya,netral,Tiktok
2024-08-29,yg pke kostum aneh2 finish ga sih.. ?? keren-keren ??,yang pakai kostum aneh finis tidak ya? keren [terpukau],positif,Tiktok
2024-08-29,Finish kak hebat mereka??,finis kak hebat mereka [terpukau],positif,Tiktok
2024-08-29,salam dr chapter manado ??,salam dari chapter manado [terpukau],positif,Tiktok
2024-08-29,dan misal kalo sakit gabisa dipaksa jgn mentingin ego,dan misal kalau sakit tidak bisa dipaksa. jangan mementingkan ego,netral,Tiktok
2024-08-29,"coba di putar kak ,gmna kalo gw ternyata bisa??","coba dibalik kak, bagaimana kalau saya ternyata bisa?",positif,Tiktok
2024-08-29,siapa bilang lari harus terus lari? kalau levelnya perlombaan sih iya tapi kalau event gini tuh bisa rest sambil jalan ??,"siapa bilang lari harus terus berlari? kalau tingkatnya perlombaan sih iya, tapi kalau event seperti ini bisa istirahat sambil berjalan [terpukau]",positif,Tiktok
2024-08-29,Ijin repost di story ig yaaaa ??,izin unggah ulang di cerita instagram ya [terpukau],positif,Tiktok
2024-08-29,masih kurang on cloud cloudtilt x loewe🫵🏻😗,masih kurang sepatu on cloud cloudtilt x loewe [tunjuk][cium],netral,Tiktok
2024-08-29,Pelari Brigif 3/Tbs Pratu Laode Syafrudin Juara 1 Maybank Marathon Race Village Di Bali Kategori Fu,pelari brigif 3/tbs pratu laode syafrudin juara 1 maybank marathon race village di bali kategori penuh,positif,Twitter
2024-08-29,Kesigapan PMI Provinsi Bali dalam kegiatan Maybank Marathon 2024 #palangmerahindonesia #pmibali #PMISelaluBantu #timkesehatan #MaybankMarathon2024,kesigapan palang merah indonesia provinsi bali dalam kegiatan maybank marathon 2024,positif,Twitter
2024-08-29,@a(yiin)' s💢🎧😵‍💫,[marah][headphone][pusing],negatif,Tiktok
2024-08-29,crying in airwalk shoes 😭😭😭😭😭😭😭😭😭 @Sinta Katalora,menangis memakai sepatu airwalk [menangis][menangis][menangis][menangis][menangis][menangis][menangis][menangis] katalora,negatif,Tiktok
2024-08-29,aing diadora doang yaAllah😭,saya hanya pakai diadora ya allah [menangis],negatif,Tiktok
2024-08-29,yaAllah ada capt kuuuu??,ya allah ada kapten ku [terpukau],positif,Tiktok
2024-08-29,sepatu lari buat PRO...yg pakai belum tentu pro...efeknya gmana ya?,sepatu lari untuk profesional. yang memakai belum tentu profesional. dampaknya bagaimana ya?,netral,Tiktok
2024-08-29,Wah makasih infonya kak??,wah terima kasih informasinya kak [terpukau],positif,Tiktok
2024-08-29,Asal mana kang deden kak?,asal dari mana kang deden kak?,netral,Tiktok
2024-08-29,"Pace 8 aja udah kek mo mati jantung, ini pace 3 latihannya di kejar citah???","kecepatan 8 saja sudah seperti mau gagal jantung, ini kecepatan 3 latihannya dikejar cheetah [terpukau]",positif,Tiktok
